bin_index,R,candidate,power_U,start,duration,exposure,initial_signed_tensor_density,initial_RF_dQdt_per_U,Iplus_initial,Iminus_initial,Iplus_final,Iminus_final
42,-2.64,0,0.0,0.0,0.19693793171894836,0.0,0.0009336182943945065,-1.9985204668971975e-06,0.00308687722857636,0.0009898298161722626,0.0030725981088688395,0.000980348362093055
43,-2.6314285714285712,0,0.0,0.0,0.19693793171894836,0.0,0.0009492351742181579,-2.031950246651977e-06,0.003130203267128775,0.0009980779887267181,0.003115728145783007,0.0009885208080922345
44,-2.6228571428571428,0,0.0,0.0,0.19693793171894836,0.0,0.000965312773828177,-2.066366251642582e-06,0.003174672814746896,0.0010064348242629425,0.00315999674162448,0.0009968010709501206
45,-2.6142857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.000981870854570348,-2.1018107833687166e-06,0.003220332241965636,0.0010149023063546142,0.003205450080299964,0.001005191128455129
46,-2.605714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.000998930298638666,-2.1383285426383464e-06,0.003267230483485005,0.0010234824651464808,0.0032521369008055765,0.0010136930056937204
47,-2.597142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0010165131887523008,-2.175966800125678e-06,0.0033154192184771604,0.0010321773786949415,0.0033001086770490986,0.0010223087765187362
48,-2.5885714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.0010346428946768872,-2.214775581580214e-06,0.003364953066312873,0.0010409891743546544,0.0033494198130757684,0.0010310405650857666
49,-2.58,0,0.0,0.0,0.19693793171894836,0.0,0.0010533441672939685,-2.2548078691935373e-06,0.003415889799290897,0.001049920030213755,0.0034001278552843205,0.00103989054746449
50,-2.571428571428571,0,0.0,0.0,0.19693793171894836,0.0,0.0010726432409899926,-2.296119820775073e-06,0.0034682905741019593,0.0010589721765767318,0.0034522937233703015,0.0010488609533293696
51,-2.5628571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.001092567945236138,-2.3387710086019137e-06,0.003522220183990917,0.001068147897501469,0.0035059819619680885,0.0010579540677436471
52,-2.5542857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.0011131478263272218,-2.382824680015365e-06,0.003577747333789037,0.0010774495323875963,0.00356126101517421,0.001067172233042092
53,-2.545714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.001134414280380728,-2.428348042121101e-06,0.003634944940294769,0.0010868794776213969,0.0036182035264452684,0.0010765178508289966
54,-2.5371428571428574,0,0.0,0.0,0.19693793171894836,0.0,0.001156400698813591,-2.4754125731994464e-06,0.003693890460740284,0.0010964401882795557,0.0036768866666285474,0.001085993384107849
55,-2.5285714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.0011791426276847085,-2.524094363796882e-06,0.003754666252461943,0.0011061341798923334,0.003737392493272267,0.001095601359561428
56,-2.52,0,0.0,0.0,0.19693793171894836,0.0,0.0012026779424645212,-2.5744744908410174e-06,0.003817359967285498,0.0011159640302699468,0.0037998083447646418,0.0011053443700093832
57,-2.5114285714285716,0,0.0,0.0,0.19693793171894836,0.0,0.0012270470399910218,-2.626639428545147e-06,0.0038820649845798315,0.0011259323813941789,0.003864227273309641,0.0011152250770760151
58,-2.5028571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.001252293049613502,-2.6806815003864366e-06,0.00394888088747904,0.001136041941379783,0.0039307485213118405,0.0011252462141123738
59,-2.494285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.0012784620657944458,-2.736699377017805e-06,0.004017913987371251,0.0011462954865043777,0.003999478046368524,0.001135410589424019
60,-2.4857142857142858,0,0.0,0.0,0.19693793171894836,0.0,0.0013056034047172038,-2.7947986255670253e-06,0.004089277902384658,0.0011566958633149845,0.004070529100736549,0.0011457210898816704
61,-2.477142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0013337698878814052,-2.855092316706271e-06,0.004163094196567258,0.001167245990809711,0.00414402287215606,0.0011561806850049058
62,-2.4685714285714284,0,0.0,0.0,0.19693793171894836,0.0,0.001363018155980014,-2.9177016965431085e-06,0.004239493087166302,0.0011779488627020227,0.004220089193692607,0.0011667924316477668
63,-2.46,0,0.0,0.0,0.19693793171894836,0.0,0.0013934090169363926,-2.9827569316350255e-06,0.004318614228717602,0.0011888075497663536,0.004298867331652419,0.0011775594794455984
64,-2.4514285714285715,0,0.0,0.0,0.19693793171894836,0.0,0.0014250078324550784,-3.0503979364471247e-06,0.004400607583733626,0.0011998252022748866,0.004380506861825363,0.0011884850772421697
65,-2.442857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.00145788494815193,-3.1207752940966102e-06,0.004485634391365004,0.0012110050525219237,0.0044651686460427335,0.001199572580761223
66,-2.434285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.0014921161730756655,-3.1940512828254037e-06,0.0045738682470999065,0.0012223504174456027,0.00455302592289699,0.0012108254618587201
67,-2.4257142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0015277833153089402,-3.270401022517643e-06,0.004665496308525977,0.0012338647013490874,0.004644265528572116,0.00122224731971865
68,-2.4171428571428573,0,0.0,0.0,0.19693793171894836,0.0,0.001564974781447776,-3.350013757956362e-06,0.004760720644677139,0.001245551398726212,0.004739089266234113,0.0012338418943040803
69,-2.4085714285714284,0,0.0,0.0,0.19693793171894836,0.0,0.0016037862489469683,-3.4330942980584127e-06,0.00485975974915418,0.0012574140971929467,0.0048377154446544515,0.0012456130820756252
70,-2.4,0,0.0,0.0,0.19693793171894836,0.0,0.0016443214218308379,-3.5198646335627834e-06,0.004962850240613813,0.0012694564805361885,0.004940380608582241,0.0012575649531313838
71,-2.3914285714285715,0,0.0,0.0,0.19693793171894836,0.0,0.0016866928820148625,-3.6105657593853142e-06,0.005070248778128388,0.0012816823318767862,0.005047341483178761,0.001269701766796689
72,-2.3828571428571426,0,0.0,0.0,0.19693793171894836,0.0,0.0017310230505410548,-3.7054597322568017e-06,0.00518223422355644,0.0012940955369605352,0.005158877150203053,0.0012820279781791508
73,-2.374285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.0017774452755855278,-3.8048319997319763e-06,0.005299110088787872,0.0013067000875743701,0.005275291461333395,0.0012945482197657886
74,-2.3657142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0018261050669927496,-3.908994042856196e-06,0.005421207312248875,0.0013195000851012814,0.00539691567286056,0.0013072672300320912
75,-2.357142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0018771615007523214,-4.018286382614234e-06,0.0055488874172632445,0.0013324997442150815,0.005524111272623445,0.0013201896937659325
76,-2.3485714285714288,0,0.0,0.0,0.19693793171894836,0.0,0.0019307888211451312,-4.133082009513762e-06,0.00568254611455655,0.0013457033967228277,0.0056572730228489,0.001333319984822822
77,-2.34,0,0.0,0.0,0.19693793171894836,0.0,0.001987178273512211,-4.253790306844012e-06,0.005822617422929803,0.0013591154955633878,0.005796832454204292,0.0013466619012848047
78,-2.3314285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.002046540207028667,-4.3808615519122865e-06,0.0059695783965664755,0.00137274061896726,0.006650453072710285,0.00205194580709112
79,-2.322857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.0021091064946050153,-4.514792096129186e-06,0.006123954564825693,0.0013865834747866178,0.006822572648881022,0.0020727280346386273
80,-2.314285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.0021751333266513467,-4.656130345391486e-06,0.00628632621196517,0.0014006489050028333,0.007003534186559352,0.002093777407776279
81,-2.3057142857142856,0,0.0,0.0,0.19693793171894836,0.0,0.0022449044471612176,-4.805483687302764e-06,0.006457335650567495,0.0014149418904205614,0.007194117566541643,0.002115164785290585
82,-2.297142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.0023187349151641582,-4.963526543007697e-06,0.006637695675218743,0.001429467555557075,0.00739511631659732,0.0021368975248447506
83,-2.2885714285714287,0,0.0,0.0,0.19693793171894836,0.0,0.0023969754926478222,-5.131009760058803e-06,0.006828199423537081,0.0014442311737363313,0.0076074144056022435,0.0021589836310170994
84,-2.28,0,0.0,0.0,0.19693793171894836,0.0,0.0024800177826272258,-5.3087716110618244e-06,0.007029731922359053,0.0014592381723972764,0.007831998707428357,0.002181431553019734
85,-2.2714285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.002568300269392287,-5.497750723540528e-06,0.00724328366057955,0.0014744941386274255,0.008069973835349024,0.0022042500480469506
86,-2.262857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.002662315448603426,-5.699001342750304e-06,0.007469966610191391,0.001490004824932998,0.008322579841420966,0.0022274481151482676
87,-2.2542857142857144,0,0.0,0.0,0.19693793171894836,0.0,0.0027626182801856725,-5.913711426098519e-06,0.0077110332187770875,0.0015057761552564263,0.008591213322835778,0.0022510349756106364
88,-2.2457142857142856,0,0.0,0.0,0.19693793171894836,0.0,0.002869836254567497,-6.143224191120228e-06,0.007967899026076843,0.001521814231254671,0.008877452620637133,0.002275020077819089
89,-2.237142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.002984681436660808,-6.389063897042948e-06,0.008242169723133318,0.0015381253388495374,0.009183087996565227,0.0022994131131519554
90,-2.2285714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.003107964946978551,-6.652966843332934e-06,0.00853567368590452,0.0015547159550677058,0.009510157924865509,0.002324224036180027
91,-2.2199999999999998,0,0.0,0.0,0.19693793171894836,0.0,0.003240614462488625,-6.9369188323444715e-06,0.00885050129195854,0.0015715927551797067,0.009860992952499485,0.002349463086298395
92,-2.2114285714285713,0,0.0,0.0,0.19693793171894836,0.0,0.0033836954800098027,-7.243200686135696e-06,0.009189052688723375,0.0015887626201574795,0.010238268986867242,0.0023751408098886314
93,-2.202857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.0035384372949619366,-7.574443857058376e-06,0.009554096153466952,0.001606232644465701,0.010645072398613677,0.0024012680830237053
94,-2.1942857142857144,0,0.0,0.0,0.19693793171894836,0.0,0.0037062649245883715,-7.933698763194076e-06,0.009948839805807822,0.001624010144203192,0.011084980020819594,0.002427856135159833
95,-2.185714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.0038888385701807988,-8.324519261917422e-06,0.010377020254331695,0.001642102665614315,0.011562158042726617,0.002454916574497928
96,-2.177142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.004088102698589596,-8.751067714678501e-06,0.010843012849961248,0.0016605179939885898,0.012081485014811039,0.0024824614158680367
97,-2.1685714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.004306347470305398,-9.2182464810824e-06,0.01135196967199541,0.001679264162969767,0.012648705805418383,0.0025105031121864236
98,-2.16,0,0.0,0.0,0.19693793171894836,0.0,0.004546286106016171,-9.731863531162121e-06,0.01190999331479808,0.0016983494642959908,0.013270625518998064,0.0025390545907703643
99,-2.1514285714285712,0,0.0,0.0,0.19693793171894836,0.0,0.004811152937213573,-1.0298842334307274e-05,0.012524357134433452,0.001717782457994179,0.013955355281806048,0.002568129296085486
100,-2.142857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.005104828420263108,-1.0927489466678494e-05,0.013203786059784948,0.0017375719830541926,0.014712625651875503,0.002597741240798021
101,-2.1342857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.00543199941139777,-1.162783769880233e-05,0.013958816605527042,0.001757727168606832,0.01555418847761295,0.0026279050671722533
102,-2.1257142857142854,0,0.0,0.0,0.19693793171894836,0.0,0.00579836560074374,-1.2412087892037794e-05,0.014802260565773741,0.001778257445635075,0.01649433456074743,0.0026586361205766062
103,-2.117142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.006210906221594433,-1.3295179921346509e-05,0.01574980409558404,0.001799172559249229,0.017550562561199058,0.0026899505354230514
104,-2.1085714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.006678224813748128,-1.4295530682024835e-05,0.01682078211424982,0.0018204825815527517,0.01874444377652516,0.002721865329968786
105,-2.1,0,0.0,0.0,0.19693793171894836,0.0,0.007210993206107208,-1.543598448700953e-05,0.01803917557063084,0.0018421979251383482,0.020102735921885072,0.002754398498320435
106,-2.0914285714285716,0,0.0,0.0,0.19693793171894836,0.0,0.007822516958399722,-1.6745023461811303e-05,0.019434881524646484,0.001864329357244738,0.02165880171635239,0.0027875690749014784
107,-2.0828571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.008529438247610007,-1.8258272156116688e-05,0.021045291951001827,0.0018868880146143145,0.023454372386570436,0.00282139713354419
108,-2.0742857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.009352567134407271,-2.002027696797132e-05,0.022917160904480482,0.001909885419091519,0.02554163347758092,0.002855903686025577
109,-2.065714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.010317763692482614,-2.4003797068731564e-05,0.02510858593178033,0.0019333334940053373,0.028150106002120447,0.0028911104802417844
110,-2.057142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.011456632841776934,-2.9570009545137426e-05,0.02769056878888478,0.001957244581379305,0.031283221221914785,0.0029270397477819702
111,-2.0485714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.012806456702249348,-3.686894427058326e-05,0.0307468635155213,0.0019816314600223464,0.03502571833746139,0.0029637139553005663
112,-2.04,0,0.0,0.0,0.19693793171894836,0.0,0.014408172939212944,-4.6515995451909566e-05,0.03436943551308254,0.0020065073645474936,0.0395022353345717,0.0030011555615820163
113,-2.031428571428571,0,0.0,0.0,0.19693793171894836,0.0,0.016300333703339137,-5.928987746572024e-05,0.03864489243331925,0.0020318860053768957,0.04483232021600982,0.003039386746840976
114,-2.0228571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.018506473578067516,-7.606623836232466e-05,0.04362611070525911,0.0020577815897926573,0.05109270388691513,0.0030784291126420794
115,-2.0142857142857142,0,0.0,0.0,0.19693793171894836,0.0,0.021015221701473095,-9.760664515576158e-05,0.04928756438540258,0.002084208844095493,0.05825724278719246,0.0031183034154421115
116,-2.005714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.023759752144933102,-0.00012417473304603181,0.055479167634123853,0.0021111830369404273,0.06613443377074572,0.0031590294388995225
117,-1.997142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.026613534431150807,-0.00015513182389695958,0.06191672976321645,0.002138720003920379,0.07435391419412002,0.0032006261019960447
118,-1.9885714285714284,0,0.0,0.0,0.19693793171894836,0.0,0.029417675884982713,-0.0001888652146280185,0.06824337030304356,0.002166836173477973,0.08244793235104417,0.003243111841462791
119,-1.98,0,0.0,0.0,0.19693793171894836,0.0,0.03202984726948661,-0.0002232547649516084,0.07413941338292701,0.0021955485942267193,0.08999709671190298,0.0032865052208630365
120,-1.9714285714285713,0,0.0,0.0,0.19693793171894836,0.0,0.03436168711510956,-0.00025638221785002945,0.07940640352123367,0.0022248749637704276,0.09674109770175954,0.0033308256446660037
121,-1.9628571428571429,0,0.0,0.0,0.19693793171894836,0.0,0.036384370181532476,-0.0002869866857430773,0.08397961326042228,0.002254833659119244,0.10259463589934639,0.0033760940296090835
122,-1.9542857142857142,0,0.0,0.0,0.19693793171894836,0.0,0.03811138527768185,-0.0003145061343752733,0.08788935958702217,0.002285443768801212,0.10759630255271212,0.0034223333163018606
123,-1.9457142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.03957725128234978,-0.0003388822518017931,0.0912131969397576,0.002316725126783309,0.11184598821007868,0.0034695687691174495
124,-1.937142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.04082235061221161,-0.0003603352133398341,0.09404185092852695,0.002348698348316648,0.11546055036608102,0.003517828077319072
125,-1.9285714285714286,0,0.0,0.0,0.19693793171894836,0.0,0.041884965581574216,-0.000379200417981823,0.09646133083594667,0.0023813848678358816,0.11855066332472372,0.003567141310918579
126,-1.92,0,0.0,0.0,0.19693793171894836,0.0,0.04279817928661199,-0.00039583471514110895,0.09854596857630828,0.0024148069790485235,0.1212118714238092,0.003617540796005313
127,-1.9114285714285715,0,0.0,0.0,0.19693793171894836,0.0,0.04358931236150559,-0.00041057138251153756,0.10035715360739395,0.0024489878773596833,0.12352300388413226,0.003669060964940082
128,-1.9028571428571428,0,0.0,0.0,0.19693793171894836,0.0,0.044280435156558905,-0.00042370304620117103,0.10194448340464958,0.0024839517047946505,0.1255476919379524,0.0037217382189987085
129,-1.8942857142857141,0,0.0,0.0,0.19693793171894836,0.0,0.04488921177677309,-0.00043547863835814455,0.10334765934662962,0.0025197235975853863,0.12733683194738216,0.0037756108236146127
130,-1.8857142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.045429750704377846,-0.000446106541851289,0.10459839739185406,0.002556329736608912,0.12893105669311725,0.0038307188434484355
131,-1.877142857142857,0,0.0,0.0,0.19693793171894836,0.0,0.045913344360918255,-0.00045575991646348146,0.10572208930021519,0.002593797400873793,0.13036287858316603,0.003887104116653422
132,-1.8685714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.046349071957054816,-0.00046458233219842486,0.10673915678124486,0.002632155024269585,0.1316584336336599,0.003944810263896509
133,-1.8599999999999999,0,0.0,0.0,0.19693793171894836,0.0,0.04674427582324102,-0.0004726929273020425,0.10766612146485915,0.0026714322558129447,0.13283885763605577,0.004003882726504338
134,-1.8514285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.04710493223796437,-0.00048019083484440966,0.10851643790147106,0.0027116600236364455,0.13392135641232722,0.004064368828333348
135,-1.8428571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.04743593842160188,-0.0004871588581877135,0.1093011382614557,0.002752870602996162,0.13492003342642417,0.004126317856850604
136,-1.8342857142857143,0,0.0,0.0,0.19693793171894836,0.0,0.0477413344807183,-0.0004936664702453865,0.11002933092781386,0.002795097688587889,0.13584652937833433,0.004189781159945305
137,-1.8257142857142856,0,0.0,0.0,0.19693793171894836,0.0,0.048024475443200466,-0.0004997722396831273,0.11070858698995836,0.002838376471491177,0.13671051769824968,0.004254812255982348
138,-1.8171428571428572,0,0.0,0.0,0.19693793171894836,0.0,0.04828816516097452,-0.0005055257864741764,0.11134524109131612,0.0028827437210855317,0.13752009004092508,0.004321466955443565
139,-1.8085714285714285,0,0.0,0.0,0.19693793171894836,0.0,0.04853476107841021,-0.0005109693573682767,0.11194462684221898,0.0029282378723134894,0.13828205779977815,0.004389803493171895
140,-1.8,0,0.0,0.0,0.19693793171894836,0.0,0.04876625668475615,-0.0005161390970726025,0.11251126211351542,0.0029748991186948404,0.13900218933618952,0.00445988267074845
141,-1.7914285714285714,0,0.0,0.0,0.19693793171894836,0.0,0.04898434680291276,-0.0005210660767630328,0.11304899578420577,0.003022769511536889,0.13968539779426295,0.004531768008936361
142,-1.7828571428571427,0,0.0,0.0,0.19693793171894836,0.0,0.04919047961039026,-0.000525777129225062,0.11356112469423747,0.0030718930658170424,0.14033589073688632,0.004605525910416814
143,-1.7742857142857142,0,0.0,0.0,0.19693793171894836,0.0,0.049385898346289266,-0.0005302955297349185,0.11405048743775069,0.0031223158732635063,0.1409572901171483,0.004681225833288543
144,-1.7657142857142856,0,0.0,0.0,0.19693793171894836,0.0,0.04957167495291158,-0.0005346415535853448,0.11451954004805409,0.003174086223202453,0.14155272906318886,0.004758940475982781
145,-1.7571428571428571,0,0.0,0.0,0.19693793171894836,0.0,0.04974873737217234,-0.0005388329346525253,0.11497041743871551,0.0032272547317927468,0.14212493043011684,0.004838745974405385
146,-1.7485714285714284,0,0.0,0.0,0.19693793171894836,0.0,0.0499178918197031,-0.0005428852442775352,0.11540498357285638,0.003281874480327394,0.1426762709272859,0.0049207221122550176
