profile_id,profile,profile_enabled,enabled,bin_index,R,rate,start,duration,n_bins,r_min,r_max,gain
1,Nonnegative-R region,1,1,580,1.9714285714285715,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,581,1.9800000000000004,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,582,1.9885714285714284,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,583,1.9971428571428573,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,584,2.0057142857142862,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,585,2.0142857142857142,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,586,2.022857142857143,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,587,2.031428571428572,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,588,2.04,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,589,2.048571428571429,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,590,2.057142857142858,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,591,2.065714285714286,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,592,2.0742857142857147,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,593,2.0828571428571427,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,594,2.0914285714285716,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,595,2.1000000000000005,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,596,2.1085714285714285,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,597,2.1171428571428574,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,598,2.1257142857142863,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,599,2.1342857142857143,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,600,2.1428571428571432,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,601,2.1514285714285712,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,602,2.16,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,603,2.168571428571429,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,604,2.177142857142857,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,605,2.185714285714286,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,606,2.194285714285715,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,607,2.202857142857143,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,608,2.2114285714285717,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,609,2.2200000000000006,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,610,2.2285714285714286,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,611,2.2371428571428575,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,612,2.2457142857142856,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,613,2.2542857142857144,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,614,2.2628571428571433,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,615,2.2714285714285714,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,616,2.2800000000000002,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,617,2.288571428571429,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,618,2.297142857142857,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,619,2.305714285714286,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,620,2.314285714285715,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,621,2.322857142857143,20.0,0.0,0.19693793171894836,701,-3.0,3.0,1.0
1,Nonnegative-R region,1,1,622,2.331428571428572,19.997378642654223,0.0,0.19693793171894836,701,-3.0,3.0,1.0
